0,2012,Auvergne-Rhône-Alpes,84,26869.1,299.0,777.9,438.2
1,2012,Pays de la Loire,52,16.0,172.1,885.0,277.8
2,2012,Nouvelle-Aquitaine,75,3225.0,970.2,648.9,752.2
3,2012,Provence-Alpes-Côte d'Azur,93,9079.4,321.8,116.5,674.6
4,2012,Occitanie,76,8921.1,468.6,2072.5,894.6
5,2012,Hauts-de-France,32,13.0,358.8,2764.3,104.4
6,2012,Normandie,28,152.0,265.9,948.8,83.7
7,2012,Ile-de-France,11,56.0,693.6,54.5,53.7
8,2012,Grand-Est,44,8743.4,252.6,3517.4,319.8
9,2012,Bretagne,53,510.7,86.1,1286.0,138.3
10,2012,Centre-Val de Loire,24,118.0,142.8,1560.0,129.1
11,2012,Bourgogne-Franche-Comté,27,1050.4,89.7,271.0,102.2
12,2012,Corse,94,336.0,7.8,27.9,101.3
